name,id,date_start,date_end,region,type,event,age_group,discipline,rank,player1,player2,seed
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U13,U13,BD,1,Jeremy Wang,Leslie Wang,1
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U13,U13,BD,2,Aiden,LiuSiming(Alan) Qu,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U13,U13,BD,3,Michael,ChenAiden Wu,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U13,U13,BD,4,Eden Wong,Mingyuan Zang,2
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U15,U15,BD,1,Eddie Sun,Joey Wang,2
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U15,U15,BD,2,Andy Korlann,Zachary Wang,1
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U15,U15,BD,3,Ryan,LiEvan Lu,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U15,U15,BD,4,Haoyang,LiJerry Zhengnan Mai,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U17,U17,BD,1,Maximus Nguyen,Ethan Wu,1
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U17,U17,BD,2,Aaron,LinLinus Yong,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U17,U17,BD,3,Jason,JungAtticus Yong,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U17,U17,BD,4,Devon Wong,Dylan Yang,2
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U19,U19,BD,1,Cody,DuanLorin Leung,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U19,U19,BD,2,Yuliaoliao,FanAiden S Lau,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U19,U19,BD,3,Howard,SunZiyang Wang,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,BD U19,U19,BD,4,Zishuo,LinLeo Liu,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U11,U11,GD,1,Grace,WangNova Zhang,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U11,U11,GD,2,Tia,C ChenVedasri Saanvi Puppala,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U11,U11,GD,3,Madison,Yerim KimJulia Zhang,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U11,U11,GD,4,Kylie,OuElena Yang,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U13,U13,GD,1,Joanna,DengYuki Guan,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U13,U13,GD,2,Crystal,SunDaisy Xu,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U13,U13,GD,3,Kandice,ChuJoanna Zhang,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U13,U13,GD,4,Paris,LiangEmily Xu,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U15,U15,GD,1,Molly Chen,Yuyang Wang,1
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U15,U15,GD,2,Jocelyn Chiang,Tracy Yu,2
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U15,U15,GD,3,Clovee,ChenAlyssa Lee,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U15,U15,GD,4,Claire,HongHailey Yeseul Kim,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U17,U17,GD,1,Felicia,HoShivani Ramakrishnan,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U17,U17,GD,2,Ludan,ZhangVictoria Qiaoqiao Zhu,
2025 SGVBC SoCal CRC,FEAC4C02-C295-4225-AA82-CFCBA83B2834,2025-12-06,2025-12-07,SoCal,CRC,GD U17,U17,GD,3,Jasmine,FuYingxin (Lisa) Qiu,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U11,U11,BS,1,Pranav Iyer,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U11,U11,BS,2,Niranjan Rajasekaran,,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U11,U11,BS,3,Mehan Murthysundar,,3
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U11,U11,BS,4,Ethan Li,,4
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U13,U13,BS,1,Zechariah Wang,,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U13,U13,BS,2,Siddharth Kuchi,,3
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U13,U13,BS,3,Liam Xiao,,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U13,U13,BS,4,William Chen,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U15,U15,BS,1,Aarush Mali,,7
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U15,U15,BS,2,Anirudh Rudharraju,,4
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U15,U15,BS,3,Gagan Polineni,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U15,U15,BS,4,Edward Chang,,6
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U17,U17,BS,1,Jason Gu,,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U17,U17,BS,2,Michael Li,,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U17,U17,BS,3,Xi Cao,,4
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U17,U17,BS,4,Trilochan Janakiraman,,3
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U19,U19,BS,1,Kevin Zhao,,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U19,U19,BS,2,Seth Li,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BS U19,U19,BS,3,Venkata Shashank Kondaveeti,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U11,U11,GS,1,Prarthana Sanghani,,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U11,U11,GS,2,Sai Vishnupriya Chennupati,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U11,U11,GS,3,Arushi Saha,,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U11,U11,GS,4,Kaydence Cheung,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U13,U13,GS,1,Rianshi Kuchi,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U13,U13,GS,2,Samyutha Aluri,,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U13,U13,GS,3,Faith Yan,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U13,U13,GS,4,Lisa Liu,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U15,U15,GS,1,Alaina Benjamin,,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U15,U15,GS,2,Vindhya Chekuru,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U15,U15,GS,3,Trisha Mehta,,3
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U15,U15,GS,4,Soudamini Reddy,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U17,U17,GS,1,Rachel Yao,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U17,U17,GS,2,Parnika Pawankumar Thakare,,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U17,U17,GS,3,Disha Vijayakumar,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U17,U17,GS,4,Radha Kuchi,,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U19,U19,GS,1,Hannah Cheng,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U19,U19,GS,2,Lilyanna Lai,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GS U19,U19,GS,3,Baoying Huang,,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U11,U11,XD,1,Niranjan Rajasekaran,Prarthana Sanghani,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U11,U11,XD,2,Mehan,MurthysundarSai Vishnupriya Chennupati,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U11,U11,XD,3,Ethan,LiKaydence Cheung,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U11,U11,XD,4,Henry Qiu,Arushi Saha,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U13,U13,XD,1,Liam,XiaoAlicia Chang,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U13,U13,XD,2,Sahir,BhuiyanAditi Dhanraj,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U13,U13,XD,3,Siddharth Kuchi,Rianshi Kuchi,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U13,U13,XD,4,Shubhan Sarikonda,Samyutha Aluri,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U15,U15,XD,1,Aditya Namboodiripad,Sitar Sanghani,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U15,U15,XD,2,Jason Gu,Olivia Liu,4
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U15,U15,XD,3,Kevin Xie,Alaina Benjamin,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U15,U15,XD,4,Leon,LuoTrisha Mehta,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U17,U17,XD,1,Trilochan Janakiraman,Zi Yang,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U17,U17,XD,2,Venkata Shashank Kondaveeti,Radha Kuchi,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U17,U17,XD,3,Sourish,YanamandraDisha Vijayakumar,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U17,U17,XD,4,Akshith,P AravaShloka R Edunuri,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U19,U19,XD,1,Kevin,ZhaoHannah Cheng,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U19,U19,XD,2,Shuchen,HeLilyanna Lai,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,XD U19,U19,XD,3,Zarnie,HtutBaoying Huang,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U11,U11,BD,1,Anirudh Ananth,Niranjan Rajasekaran,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U11,U11,BD,2,Jeremiah Wang,Tyler Yun,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U11,U11,BD,3,Mahith,JajulaHarrell Thomas,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U11,U11,BD,4,Pardhu,PathuriHitesh Narasimha Vaddi,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U13,U13,BD,1,Lukas Gabriel Bayani,Liam Xiao,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U13,U13,BD,2,Zechariah Wang,Bryce Xie,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U13,U13,BD,3,Kesan,MurthysundarVarun Sai Pathuri,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U13,U13,BD,4,Sahir,BhuiyanMarcus K Chua,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U15,U15,BD,3,Aditya Namboodiripad,Surya Peechara,4
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U15,U15,BD,4,Ruedi,ChengAiden Kunwoo Lee,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U17,U17,BD,1,Adithya S Burisetty,Xi Cao,1
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U17,U17,BD,2,Ethan,ChenDerek Ruoyu Li,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U17,U17,BD,3,Trilochan,JanakiramanWill Luo,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U17,U17,BD,4,Aditya Agarwal,Akshith P Arava,2
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U19,U19,BD,1,Alexander,GuSeth Li,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U19,U19,BD,2,Shuchen,HeJohn Junhui Shi,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,BD U19,U19,BD,3,William,ZengYihao Zeng,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U11,U11,GD,1,Kaydence,CheungAmelia Hu,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U11,U11,GD,2,Rudra,AyyappanCatherine Li,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U11,U11,GD,3,Sahasra,ParasaHitakshi Siva Sai Potta,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U11,U11,GD,4,Irsa,BhuiyanAdrielle Joy Flores,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U13,U13,GD,3,Mandy,LuCrystal Yao,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U13,U13,GD,4,Arushi,SahaFaith Yan,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U17,U17,GD,1,Radha,KuchiDisha Vijayakumar,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U17,U17,GD,2,Sheryl,HouIrene Xu,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U17,U17,GD,3,Halina,M HoXinyi Qu,
2025 Capital NE OLC,86C3EAAF-BA94-42DB-9110-7CD31A5810FD,2025-12-12,2025-12-14,NE,OLC,GD U17,U17,GD,4,Emily,ChowTarini Meghana Sivadanam,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U11,U11,BS,1,Arudh Sundar,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U11,U11,BS,2,Shubhan Sarikonda,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U11,U11,BS,3,Alexander Joseph,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U11,U11,BS,4,Devansh Ponnapalli,,2
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U13,U13,BS,1,Lohith Reddy Arava,,5/8
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U13,U13,BS,2,Ritvik Singh,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U13,U13,BS,3,Matthew Zhang,,1
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U13,U13,BS,4,Marcus K Chua,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U15,U15,BS,1,Yuancheng Li,,9/16
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U15,U15,BS,2,Ryan Shih,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U15,U15,BS,3,Ishan Vinothkumar,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U15,U15,BS,4,Yashas Cheerlavancha,,5/8
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U17,U17,BS,1,Nithesh Haribabu,,1
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U17,U17,BS,2,Aarav Gupta,,2
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U17,U17,BS,3,Venkata Shashank Kondaveeti,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U17,U17,BS,4,Advik Kevlani,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U19,U19,BS,1,Mukil Nambikumar,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U19,U19,BS,2,Eshan Neog,,2
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U19,U19,BS,3,Nathan Kankanala,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,BS U19,U19,BS,4,Pradyun Sai Rasamsetti,,1
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U11,U11,GS,1,Samyutha Aluri,,1
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U11,U11,GS,2,Prarthana Sanghani,,2
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U11,U11,GS,3,Arushi Saha,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U11,U11,GS,4,Bhavanyaa Arunkumar,,3/4
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U13,U13,GS,1,Krishnavi Kasu,,1
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U13,U13,GS,2,Nimeesha Sreeramula,,2
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U13,U13,GS,3,Lisa Liu,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U13,U13,GS,4,Deeksha Suresh Babu,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U15,U15,GS,1,Srinika Lingidi,,5/8
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U15,U15,GS,2,Nila Ramesh,,5/8
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U15,U15,GS,3,Meghna Yeluguri,,1
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U15,U15,GS,4,Sankeerthi Marasani,,5/8
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U17,U17,GS,1,Keira Winarto,,1
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U17,U17,GS,2,Sitar Sanghani,,
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U17,U17,GS,3,Rithika Thatipatri,,2
2025 Peak Sports South OLC,66D14DB5-408F-4C65-8400-9E916F6FA5DD,2025-12-20,2025-12-21,South,OLC,GS U17,U17,GS,4,Akshitha Reddy Keshidi,,
