age_group,discipline,rank,player,total_pts,counted,total,top4_detail
U13,XD,2,Grace Cheng,6457,4,7,Junior_Nationals 7-8(1732) | Synergy_NorCal_ORC 1-1(1575) | Arena_SoCal_ORC 1-1(1575) | DFW_South_ORC 1-1(1575)
U13,XD,3,Claire Qiuchen Li,6219,4,7,Junior_Nationals 6-6(2047) | Arena_SoCal_ORC 2-2(1417) | DFW_South_ORC 2-2(1417) | LIBC_NE_ORC 3-3(1338)
U13,XD,4,Kevin Xie,6219,4,6,Junior_Nationals 6-6(2047) | Arena_SoCal_ORC 2-2(1417) | DFW_South_ORC 2-2(1417) | LIBC_NE_ORC 3-3(1338)
U13,XD,5,Krishnavi Kasu,5510,4,6,Junior_Nationals 9-12(1417) | SPBA_Midwest_ORC 2-2(1417) | Synergy_NorCal_ORC 3-3(1338) | Arena_SoCal_ORC 3-3(1338)
U13,XD,6,Anirudh Rudharraju,5431,4,6,SPBA_Midwest_ORC 2-2(1417) | Synergy_NorCal_ORC 3-3(1338) | Arena_SoCal_ORC 3-3(1338) | DFW_South_ORC 3-3(1338)
U13,XD,7,Aayush Jaladurgam,5236,4,8,Junior_Nationals 7-8(1732) | Arena_SoCal_ORC 4-4(1260) | DFW_South_ORC 4-4(1260) | LIBC_NE_ORC 5-8(984)
U13,XD,8,Siddhi Thorat,5197,4,9,Junior_Nationals 9-12(1417) | Bellevue_NW_ORC 4-4(1260) | Synergy_NorCal_ORC 4-4(1260) | Arena_SoCal_ORC 4-4(1260)
U13,XD,9,Virat Satish,4434,4,7,Junior_Nationals 1-1(1701) | LIBC_NE_ORC 5-8(984) | DFW_South_ORC 5-8(984) | SPBA_Midwest_ORC 2-2(765)
U13,XD,10,Laasya Polineni,4434,4,8,Junior_Nationals 1-1(1701) | LIBC_NE_ORC 5-8(984) | DFW_South_ORC 5-8(984) | SPBA_Midwest_ORC 2-2(765)
U13,XD,11,Aadya Yanamandra,3876,4,8,Junior_Nationals 3-3(1446) | DFW_South_ORC 5-8(984) | LIBC_NE_ORC 3-3(723) | SPBA_Midwest_ORC 3-3(723)
U13,XD,12,Kavya Balaji,3789,4,8,Junior_Nationals 6-6(1105) | Arena_SoCal_ORC 5-8(984) | LIBC_NE_ORC 1-1(850) | Synergy_NorCal_ORC 1-1(850)
U13,XD,13,Sophia Z Liu,3661,4,6,Junior_Nationals 9-12(1417) | DFW_South_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630)
U13,XD,14,Boqian Zheng,3615,4,7,Junior_Nationals 3-3(1446) | LIBC_NE_ORC 3-3(723) | SPBA_Midwest_ORC 3-3(723) | Synergy_NorCal_ORC 3-3(723)
U13,XD,15,Xiner Hu,3605,4,8,Junior_Nationals 5-5(1275) | Bellevue_NW_ORC 1-1(850) | SPBA_Midwest_ORC 1-1(850) | DFW_South_ORC 9-16(630)
U13,XD,16,Shrihayagrivan Karthigayan,3449,4,10,Arena_SoCal_ORC 5-8(984) | LIBC_NE_ORC 1-1(850) | Synergy_NorCal_ORC 1-1(850) | Junior_Nationals 9-12(765)
U13,XD,17,Shravan Chockalingam,3315,4,5,Arena_SoCal_ORC 5-8(984) | DFW_South_ORC 5-8(984) | Junior_Nationals 17-24(945) | CanAm_NorCal_OLC 3-3(402)
U13,XD,18,Arundhathi Padma Mohan,3315,4,5,Arena_SoCal_ORC 5-8(984) | DFW_South_ORC 5-8(984) | Junior_Nationals 17-24(945) | CanAm_NorCal_OLC 3-3(402)
U13,XD,19,Vignan Chandrasekaran,3228,4,8,SPBA_Midwest_ORC 5-8(984) | DFW_South_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630)
U13,XD,20,Qingyao Liu,3189,4,8,Synergy_NorCal_ORC 5-8(984) | Junior_Nationals 17-24(945) | Bellevue_NW_ORC 9-16(630) | Arena_SoCal_ORC 9-16(630)
U13,XD,21,Chris Lin,2996,4,11,Junior_Nationals 7-8(935) | LIBC_NE_ORC 2-2(765) | Synergy_NorCal_ORC 2-2(765) | SPBA_Midwest_ORC 5-8(531)
U13,XD,22,Eesha Vikram,2996,4,12,Junior_Nationals 7-8(935) | LIBC_NE_ORC 2-2(765) | Synergy_NorCal_ORC 2-2(765) | SPBA_Midwest_ORC 5-8(531)
U13,XD,23,Riana Soprala,2995,4,8,Junior_Nationals 2-2(1531) | SPBA_Midwest_ORC 5-8(531) | Synergy_NorCal_ORC 5-8(531) | Fortius_South_CRC 3-3(402)
U13,XD,24,Devaansh Mahato,2875,4,8,Arena_SoCal_ORC 5-8(984) | Bellevue_NW_ORC 2-2(765) | Junior_Nationals 13-16(595) | Synergy_NorCal_ORC 5-8(531)
U13,XD,25,Mokshagna Surpur,2835,4,11,Junior_Nationals 17-24(945) | LIBC_NE_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630) | Arena_SoCal_ORC 9-16(630)
U13,XD,26,Leslie Wang,2834,4,9,Junior_Nationals 13-16(1102) | Bellevue_NW_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630) | SGVBC_SoCal_CRC 1-1(472)
U13,XD,27,Zelenia Shen,2756,4,8,Junior_Nationals 13-16(1102) | Bellevue_NW_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630) | LIBC_NE_ORC 17-32(394)
U13,XD,28,Derek Huang,2716,4,7,Arena_SoCal_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Junior_Nationals 33-48(472)
U13,XD,29,Seanna Yang,2716,4,7,Arena_SoCal_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Junior_Nationals 33-48(472)
U13,XD,30,Isha Suresh,2674,4,7,Arena_SoCal_ORC 5-8(984) | Junior_Nationals 9-12(765) | Synergy_NorCal_ORC 5-8(531) | DFW_South_ORC 17-32(394)
U13,XD,31,Franklin Xu Cheng,2656,4,10,Junior_Nationals 9-12(765) | LIBC_NE_ORC 4-4(680) | Synergy_NorCal_ORC 4-4(680) | Bellevue_NW_ORC 5-8(531)
U13,XD,32,Shubhan Sarikonda,2647,4,8,Junior_Nationals 4-4(1360) | LIBC_NE_ORC 5-8(531) | Capital_NE_OLC 4-4(378) | Fortius_South_CRC 4-4(378)
U15,BS,1,Jason Gu,13121,4,8,Junior_Nationals 3-3(4957) | Arena_SoCal_ORC 1-1(2916) | LIBC_NE_ORC 2-2(2624) | DFW_South_ORC 2-2(2624)
U15,BS,2,Jacob Ma,10790,4,6,Junior_Nationals 7-8(3208) | Synergy_NorCal_ORC 2-2(2624) | Bellevue_NW_ORC 3-3(2479) | DFW_South_ORC 3-3(2479)
U15,BS,3,Jacob Zhou,10279,4,4,Synergy_NorCal_ORC 1-1(2916) | DFW_South_ORC 1-1(2916) | Arena_SoCal_ORC 2-2(2624) | Bellevue_NW_ORC 5-8(1823)
U15,BS,4,Srineet Atluri,9770,4,5,LIBC_NE_ORC 3-3(2479) | SPBA_Midwest_ORC 3-3(2479) | Synergy_NorCal_ORC 3-3(2479) | Arena_SoCal_ORC 4-4(2333)
U15,BS,5,Varish Karri,9469,4,7,Junior_Nationals 2-2(2834) | Arena_SoCal_ORC 3-3(2479) | DFW_South_ORC 4-4(2333) | LIBC_NE_ORC 5-8(1823)
U15,BS,6,Yian Yang,8618,4,6,Junior_Nationals 1-1(3149) | Synergy_NorCal_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823)
U15,BS,7,Zisheng (Gaogao) Fan,7219,4,8,SPBA_Midwest_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823) | Junior_Nationals 17-24(1750)
U15,BS,8,Anshu Gowda,6507,4,7,Junior_Nationals 5-5(2362) | Arena_SoCal_ORC 5-8(1823) | Synergy_NorCal_ORC 3-3(1338) | Bellevue_NW_ORC 5-8(984)
U15,BS,9,Arnav Satish,6023,4,7,Junior_Nationals 6-6(2047) | LIBC_NE_ORC 1-1(1575) | Synergy_NorCal_ORC 2-2(1417) | Bellevue_NW_ORC 5-8(984)
U15,BS,10,Joey Wang,5639,4,8,Junior_Nationals 7-8(1732) | Synergy_NorCal_ORC 1-1(1575) | Arena_SoCal_ORC 9-16(1166) | DFW_South_ORC 9-16(1166)
U15,BS,11,Aditya Namboodiripad,5544,4,5,LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 1-1(1575) | Junior_Nationals 9-12(1417) | DFW_South_ORC 17-32(729)
U15,BS,12,Vishnu Anand,5468,4,7,SPBA_Midwest_ORC 7-8(1823) | Junior_Nationals 17-24(1750) | Arena_SoCal_ORC 9-16(1166) | Bellevue_NW_ORC 17-32(729)
U15,BS,13,Chiranjeev Deepak,5418,4,5,Bellevue_NW_ORC 1-1(1575) | Junior_Nationals 9-12(1417) | Synergy_NorCal_ORC 4-4(1260) | DFW_South_ORC 9-16(1166)
U15,BS,14,Vishaant Harish,5321,4,7,DFW_South_ORC 5-8(1823) | Bellevue_NW_ORC 9-16(1166) | Synergy_NorCal_ORC 9-16(1166) | Arena_SoCal_ORC 9-16(1166)
U15,BS,15,Ethan Qiu,5236,4,8,Junior_Nationals 7-8(1732) | Bellevue_NW_ORC 4-4(1260) | LIBC_NE_ORC 4-4(1260) | SPBA_Midwest_ORC 5-8(984)
U15,BS,16,Prathik Nemani,4899,4,8,Arena_SoCal_ORC 5-8(1823) | Junior_Nationals 25-32(1166) | LIBC_NE_ORC 9-16(1166) | CanAm_NorCal_OLC 3-3(744)
U15,BS,17,Mikael Chang,4664,4,7,Bellevue_NW_ORC 9-16(1166) | Junior_Nationals 25-32(1166) | SPBA_Midwest_ORC 9-16(1166) | Synergy_NorCal_ORC 9-16(1166)
U15,BS,18,Edwin Huang,4373,4,9,LIBC_NE_ORC 9-16(1166) | Arena_SoCal_ORC 9-16(1166) | DFW_South_ORC 9-16(1166) | Junior_Nationals 33-48(875)
U15,BS,19,Phillip You,4285,4,5,Synergy_NorCal_ORC 9-16(1166) | Arena_SoCal_ORC 9-16(1166) | DFW_South_ORC 9-16(1166) | Dave_Freeman_OLC 2-2(787)
U15,BS,20,Steven Li,4227,4,9,Bellevue_NW_ORC 9-16(1166) | Junior_Nationals 25-32(1166) | LIBC_NE_ORC 9-16(1166) | SPBA_Midwest_ORC 17-32(729)
U15,BS,21,Melvin Cui,4213,4,4,Junior_Nationals 9-12(1417) | SPBA_Midwest_ORC 3-3(1338) | LIBC_NE_ORC 9-16(1166) | DFW_South_ORC 33-64(292)
U15,BS,22,Justin Lim,3937,4,5,Junior_Nationals 17-24(1750) | Bellevue_NW_ORC 9-16(1166) | Arena_SoCal_ORC 17-32(729) | Synergy_NorCal_ORC 33-64(292)
U15,BS,23,Gagan Polineni,3863,4,10,SPBA_Midwest_ORC 13-16(1166) | DFW_South_ORC 9-16(1166) | Wayside_NE_CRC 2-2(787) | Capital_NE_OLC 3-3(744)
U15,BS,24,Yeewei Yap,3848,4,10,SPBA_Midwest_ORC 9-12(1166) | DFW_South_ORC 9-16(1166) | Peak_Sports_OLC2 2-2(787) | LIBC_NE_ORC 17-32(729)
U15,BS,25,Jida Wu,3824,4,11,DFW_South_ORC 9-16(1166) | Bellevue_NW_ORC 5-8(984) | Junior_Nationals 17-24(945) | Arena_SoCal_ORC 17-32(729)
U15,BS,26,Wayne Chien,3717,4,8,SPBA_Midwest_ORC 9-12(1166) | Arena_SoCal_ORC 9-16(1166) | Bellevue_NW_ORC 17-32(729) | Junior_Nationals 49-64(656)
U15,BS,27,Zmy Gao,3445,4,8,Junior_Nationals 13-16(1102) | LIBC_NE_ORC 5-8(984) | DFW_South_ORC 17-32(729) | Synergy_NorCal_ORC 9-16(630)
U15,BS,28,Alex Jiang,3441,4,5,SPBA_Midwest_ORC 13-16(1166) | CBA_Midwest_OLC 1-1(875) | Egret_Midwest_OLC 3-3(744) | Junior_Nationals 49-64(656)
U15,BS,29,Yashas Cheerlavancha,3397,4,9,LIBC_NE_ORC 5-8(984) | SPBA_Midwest_ORC 5-8(984) | DFW_South_ORC 17-32(729) | Peak_Sports_OLC 4-4(700)
U15,BS,30,Daiwik Reddy,3394,4,7,Bellevue_NW_ORC 2-2(1417) | Junior_Nationals 17-24(945) | Synergy_NorCal_ORC 9-16(630) | CanAm_NorCal_OLC 3-3(402)
U15,BS,31,Jonathan Zhang,3387,4,7,Synergy_NorCal_ORC 5-8(984) | Junior_Nationals 17-24(945) | Arena_SoCal_ORC 17-32(729) | DFW_South_ORC 17-32(729)
U15,BS,32,Shaurya Maddela,3368,4,8,DFW_South_ORC 9-16(1166) | Schafer_SLG_OLC 3-3(744) | LIBC_NE_ORC 17-32(729) | Arena_SoCal_ORC 17-32(729)
U15,GS,1,Sophia Sun,12393,4,6,Junior_Nationals 4-4(4666) | Synergy_NorCal_ORC 2-2(2624) | Arena_SoCal_ORC 2-2(2624) | SPBA_Midwest_ORC 3-3(2479)
U15,GS,2,Mihika Jaiswal,11519,4,7,Junior_Nationals 7-8(3208) | Arena_SoCal_ORC 1-1(2916) | DFW_South_ORC 1-1(2916) | LIBC_NE_ORC 3-3(2479)
U15,GS,3,Adriel Ammy Chandran,9842,4,6,Synergy_NorCal_ORC 1-1(2916) | LIBC_NE_ORC 2-2(2624) | DFW_South_ORC 3-3(2479) | SPBA_Midwest_ORC 5-8(1823)
U15,GS,4,Shraddha Prakash,9623,3,3,Junior_Nationals 1-1(5832) | SPBA_Midwest_ORC 1-1(2916) | Austin_South_CRC 1-1(875)
U15,GS,5,Mizuki Ikeuchi,9274,4,7,Junior_Nationals 1-1(3149) | Arena_SoCal_ORC 3-3(2479) | Bellevue_NW_ORC 5-8(1823) | LIBC_NE_ORC 5-8(1823)
U15,GS,6,Charvi Srivastava,9041,4,7,LIBC_NE_ORC 1-1(2916) | Bellevue_NW_ORC 3-3(2479) | Synergy_NorCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823)
U15,GS,7,Lexuan Wen,8165,2,2,Junior_Nationals 2-2(5249) | Bellevue_NW_ORC 1-1(2916)
U15,GS,8,Sophia Li,8093,4,8,Junior_Nationals 9-12(2624) | LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 5-8(1823) | Synergy_NorCal_ORC 5-8(1823)
U15,GS,9,Janice Chen,7946,4,7,Junior_Nationals 9-12(2624) | DFW_South_ORC 4-4(2333) | Bellevue_NW_ORC 5-8(1823) | LIBC_NE_ORC 9-16(1166)
U15,GS,10,Daisy Xu,7646,4,8,Junior_Nationals 2-2(2834) | Bellevue_NW_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823) | Synergy_NorCal_ORC 9-16(1166)
U15,GS,11,Bella Liu,7554,4,5,Arena_SoCal_ORC 4-4(2333) | Synergy_NorCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823) | Bellevue_NW_ORC 1-1(1575)
U15,GS,12,Keira Winarto,7489,4,5,Junior_Nationals 3-3(2677) | Synergy_NorCal_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823) | DFW_South_ORC 9-16(1166)
U15,GS,13,Haziqa H Mathani,7363,4,7,LIBC_NE_ORC 4-4(2333) | Junior_Nationals 13-16(2041) | DFW_South_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166)
U15,GS,14,Stephanie Jiayi Song,7363,4,7,DFW_South_ORC 2-2(2624) | Bellevue_NW_ORC 5-8(1823) | Junior_Nationals 17-24(1750) | SPBA_Midwest_ORC 9-16(1166)
U15,GS,15,Elena Zhang,7072,4,7,Bellevue_NW_ORC 4-4(2333) | LIBC_NE_ORC 5-8(1823) | Junior_Nationals 17-24(1750) | SPBA_Midwest_ORC 9-16(1166)
U15,GS,16,Lilian Feng,6517,4,5,Junior_Nationals 5-5(2362) | Arena_SoCal_ORC 5-8(1823) | Synergy_NorCal_ORC 9-16(1166) | DFW_South_ORC 9-16(1166)
U15,GS,17,Sitar Sanghani,5905,4,7,Junior_Nationals 13-16(2041) | SPBA_Midwest_ORC 5-8(1823) | LIBC_NE_ORC 9-16(1166) | Peak_Sports_OLC2 1-1(875)
U15,GS,18,Hanyi (Sissi) Lei,5432,4,6,Bellevue_NW_ORC 2-2(1417) | Junior_Nationals 9-12(1417) | LIBC_NE_ORC 3-3(1338) | SPBA_Midwest_ORC 4-4(1260)
U15,GS,19,Alaina Benjamin,5205,4,6,Junior_Nationals 7-8(1732) | Bellevue_NW_ORC 3-3(1338) | LIBC_NE_ORC 4-4(1260) | Capital_NE_OLC 1-1(875)
U15,GS,20,Sahasra Reddy,4811,4,7,Junior_Nationals 13-16(2041) | DFW_South_ORC 9-16(1166) | CanAm_NorCal_OLC 1-1(875) | Synergy_NorCal_ORC 17-32(729)
U15,GS,21,Rachel Yao,4744,4,5,Junior_Nationals 6-6(2047) | Bellevue_NW_ORC 5-8(984) | SPBA_Midwest_ORC 5-8(984) | DFW_South_ORC 17-32(729)
U15,GS,22,Anya Virmani,4505,4,8,SPBA_Midwest_ORC 6-6(1823) | Bellevue_NW_ORC 9-16(1166) | Junior_Nationals 25-32(1166) | CanAm_NorCal_OLC 9-12(350)
U15,GS,23,Irene Xu,4447,4,5,Junior_Nationals 17-24(1750) | Synergy_NorCal_ORC 9-16(1166) | CanAm_NorCal_OLC 2-2(787) | OBA_NW_OLC 3-3(744)
U15,GS,24,Kavya Goyal,4418,4,8,SPBA_Midwest_ORC 5-5(1823) | DFW_South_ORC 9-16(1166) | Bellevue_NW_ORC 17-32(729) | ABC_OLC 4-4(700)
U15,GS,25,Trisha Mehta,4378,4,9,LIBC_NE_ORC 2-2(1417) | Junior_Nationals 13-16(1102) | Synergy_NorCal_ORC 5-8(984) | Wayside_NE_CRC 1-1(875)
U15,GS,26,Alice Meng,4374,1,1,Junior_Nationals 5-5(4374)
U15,GS,27,Sophia Liu,4356,4,6,Junior_Nationals 7-8(1732) | Bellevue_NW_ORC 9-16(1166) | Synergy_NorCal_ORC 17-32(729) | Arena_SoCal_ORC 17-32(729)
U15,GS,28,Katherine F Xu,3951,4,9,SPBA_Midwest_ORC 13-16(1166) | Arena_SoCal_ORC 9-16(1166) | Junior_Nationals 33-48(875) | Dave_Freeman_OLC 3-3(744)
U15,GS,29,Emily Chan,3744,4,6,Synergy_NorCal_ORC 3-3(1338) | Arena_SoCal_ORC 9-16(1166) | Junior_Nationals 17-24(945) | CanAm_NorCal_OLC 5-8(295)
U15,GS,30,Mrugakshi Kulkarni,3732,4,8,Junior_Nationals 25-32(1166) | SPBA_Midwest_ORC 13-16(1166) | Austin_South_CRC 4-4(700) | Austin_South_OLC 4-4(700)
U15,GS,31,Ava Ilena Raju Cimala,3514,4,6,Arena_SoCal_ORC 9-16(1166) | Schafer_SLG_OLC2 1-1(875) | Schafer_SLG_OLC 3-3(744) | SPBA_Midwest_ORC 17-32(729)
U15,GS,32,Olivia Liu,3499,4,6,SPBA_Midwest_ORC 9-12(1166) | Junior_Nationals 33-48(875) | LIBC_NE_ORC 17-32(729) | DFW_South_ORC 17-32(729)
U15,BD,1,Mikael Chang,13121,4,6,Junior_Nationals 3-3(4957) | DFW_South_ORC 1-1(2916) | Bellevue_NW_ORC 2-2(2624) | SPBA_Midwest_ORC 2-2(2624)
U15,BD,2,Srineet Atluri,12976,4,6,Junior_Nationals 3-3(4957) | DFW_South_ORC 1-1(2916) | SPBA_Midwest_ORC 2-2(2624) | Synergy_NorCal_ORC 3-3(2479)
U15,BD,3,Jacob Ma,12830,4,7,Junior_Nationals 4-4(4666) | Arena_SoCal_ORC 1-1(2916) | Synergy_NorCal_ORC 2-2(2624) | DFW_South_ORC 2-2(2624)
U15,BD,4,Jacob Zhou,10643,4,4,Arena_SoCal_ORC 1-1(2916) | Synergy_NorCal_ORC 2-2(2624) | DFW_South_ORC 2-2(2624) | Bellevue_NW_ORC 3-3(2479)
U15,BD,5,Varish Karri,9128,4,7,Junior_Nationals 1-1(3149) | DFW_South_ORC 4-4(2333) | LIBC_NE_ORC 5-8(1823) | Synergy_NorCal_ORC 5-8(1823)
U15,BD,6,Jason Gu,9114,4,7,LIBC_NE_ORC 3-3(2479) | DFW_South_ORC 3-3(2479) | Arena_SoCal_ORC 4-4(2333) | Synergy_NorCal_ORC 5-8(1823)
U15,BD,7,Zisheng (Gaogao) Fan,9114,4,6,LIBC_NE_ORC 3-3(2479) | DFW_South_ORC 3-3(2479) | Arena_SoCal_ORC 4-4(2333) | SPBA_Midwest_ORC 5-8(1823)
U15,BD,8,Kayden Hossain,8020,4,7,Arena_SoCal_ORC 2-2(2624) | Bellevue_NW_ORC 5-8(1823) | DFW_South_ORC 5-8(1823) | Junior_Nationals 17-24(1750)
U15,BD,9,Shaurya Maddela,7802,4,8,DFW_South_ORC 4-4(2333) | LIBC_NE_ORC 5-8(1823) | Synergy_NorCal_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823)
U15,BD,10,Justin Lim,7801,4,5,Junior_Nationals 9-12(2624) | Arena_SoCal_ORC 3-3(2479) | Synergy_NorCal_ORC 5-8(1823) | ABC_OLC 1-1(875)
U15,BD,11,Edwin Huang,7291,4,8,Arena_SoCal_ORC 3-3(2479) | Bellevue_NW_ORC 5-8(1823) | LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166)
U15,BD,12,Vishaant Harish,7145,4,6,Arena_SoCal_ORC 2-2(2624) | Bellevue_NW_ORC 5-8(1823) | DFW_South_ORC 5-8(1823) | Schafer_SLG_OLC2 1-1(875)
U15,BD,13,Leon Luo,7007,4,7,Junior_Nationals 2-2(2834) | LIBC_NE_ORC 1-1(1575) | Bellevue_NW_ORC 3-3(1338) | SPBA_Midwest_ORC 4-4(1260)
U15,BD,14,Ethan Qiu,7007,4,7,Junior_Nationals 2-2(2834) | LIBC_NE_ORC 1-1(1575) | Bellevue_NW_ORC 3-3(1338) | SPBA_Midwest_ORC 4-4(1260)
U15,BD,15,Andy Korlann,6779,4,9,Junior_Nationals 9-12(2624) | DFW_South_ORC 5-8(1823) | Bellevue_NW_ORC 9-16(1166) | LIBC_NE_ORC 9-16(1166)
U15,BD,16,Aditya Namboodiripad,6584,4,5,Junior_Nationals 3-3(2677) | SPBA_Midwest_ORC 1-1(1575) | LIBC_NE_ORC 9-16(1166) | DFW_South_ORC 9-16(1166)
U15,BD,17,Melvin Cui,6584,4,4,Junior_Nationals 3-3(2677) | SPBA_Midwest_ORC 1-1(1575) | LIBC_NE_ORC 9-16(1166) | DFW_South_ORC 9-16(1166)
U15,BD,18,Gagan Polineni,6562,4,9,LIBC_NE_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823) | Junior_Nationals 17-24(1750) | SPBA_Midwest_ORC 9-16(1166)
U15,BD,19,Chiranjeev Deepak,6240,4,6,Junior_Nationals 4-4(2519) | Synergy_NorCal_ORC 1-1(1575) | Bellevue_NW_ORC 2-2(1417) | DFW_South_ORC 17-32(729)
U15,BD,20,Anshu Gowda,6240,4,6,Junior_Nationals 4-4(2519) | Synergy_NorCal_ORC 1-1(1575) | Bellevue_NW_ORC 2-2(1417) | DFW_South_ORC 17-32(729)
U15,BD,21,Steven Li,6196,4,8,Junior_Nationals 13-16(2041) | DFW_South_ORC 5-8(1823) | Bellevue_NW_ORC 9-16(1166) | SPBA_Midwest_ORC 9-16(1166)
U15,BD,22,Yian Yang,6196,4,6,Junior_Nationals 13-16(2041) | DFW_South_ORC 5-8(1823) | Synergy_NorCal_ORC 9-16(1166) | Arena_SoCal_ORC 9-16(1166)
U15,BD,23,Devon Wong,6183,4,6,Bellevue_NW_ORC 5-8(1823) | DFW_South_ORC 5-8(1823) | Junior_Nationals 17-24(1750) | Dave_Freeman_OLC 2-2(787)
U15,BD,24,Joey Wang,6153,4,8,Arena_SoCal_ORC 5-8(1823) | Junior_Nationals 7-8(1732) | LIBC_NE_ORC 3-3(1338) | Bellevue_NW_ORC 4-4(1260)
U15,BD,25,Ethan Yip Ly,5905,4,9,Junior_Nationals 13-16(2041) | DFW_South_ORC 5-8(1823) | LIBC_NE_ORC 9-16(1166) | Dave_Freeman_OLC 1-1(875)
U15,BD,26,Yeewei Yap,5687,4,10,SPBA_Midwest_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823) | LIBC_NE_ORC 9-16(1166) | Junior_Nationals 33-48(875)
U15,BD,27,Arnav Satish,5590,4,8,Junior_Nationals 7-8(1732) | LIBC_NE_ORC 3-3(1338) | Bellevue_NW_ORC 4-4(1260) | Synergy_NorCal_ORC 4-4(1260)
U15,BD,28,Wayne Chien,5539,4,8,Junior_Nationals 13-16(2041) | Bellevue_NW_ORC 9-16(1166) | SPBA_Midwest_ORC 9-16(1166) | Synergy_NorCal_ORC 9-16(1166)
U15,BD,29,Sriyansh Chigullapally,5248,4,8,Junior_Nationals 17-24(1750) | Bellevue_NW_ORC 9-16(1166) | SPBA_Midwest_ORC 9-16(1166) | Synergy_NorCal_ORC 9-16(1166)
U15,BD,30,Prathik Nemani,5117,4,7,Junior_Nationals 13-16(2041) | LIBC_NE_ORC 9-16(1166) | Synergy_NorCal_ORC 9-16(1166) | ABC_OLC 3-3(744)
U15,BD,31,Vishnu Anand,5030,4,6,Arena_SoCal_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166) | Synergy_NorCal_ORC 9-16(1166) | Junior_Nationals 33-48(875)
U15,BD,32,Phillip You,5030,4,4,DFW_South_ORC 5-8(1823) | Synergy_NorCal_ORC 9-16(1166) | Arena_SoCal_ORC 9-16(1166) | Dave_Freeman_OLC 1-1(875)
U15,GD,1,Janice Chen,13414,4,6,Junior_Nationals 4-4(4666) | LIBC_NE_ORC 1-1(2916) | SPBA_Midwest_ORC 1-1(2916) | Arena_SoCal_ORC 1-1(2916)
U15,GD,2,Stephanie Jiayi Song,13414,4,6,Junior_Nationals 4-4(4666) | LIBC_NE_ORC 1-1(2916) | SPBA_Midwest_ORC 1-1(2916) | Arena_SoCal_ORC 1-1(2916)
U15,GD,3,Alice Meng,13413,4,4,Junior_Nationals 3-3(4957) | Bellevue_NW_ORC 1-1(2916) | DFW_South_ORC 1-1(2916) | Arena_SoCal_ORC 2-2(2624)
U15,GD,4,Adriel Ammy Chandran,12540,4,4,Junior_Nationals 2-2(5249) | SPBA_Midwest_ORC 3-3(2479) | DFW_South_ORC 3-3(2479) | Synergy_NorCal_ORC 4-4(2333)
U15,GD,5,Shraddha Prakash,12247,4,4,Junior_Nationals 1-1(5832) | Synergy_NorCal_ORC 1-1(2916) | SPBA_Midwest_ORC 2-2(2624) | Austin_South_CRC 1-1(875)
U15,GD,6,Lexuan Wen,11664,3,3,Junior_Nationals 1-1(5832) | Bellevue_NW_ORC 1-1(2916) | Synergy_NorCal_ORC 1-1(2916)
U15,GD,7,Charvi Srivastava,11518,4,7,Junior_Nationals 6-6(3791) | Synergy_NorCal_ORC 2-2(2624) | DFW_South_ORC 2-2(2624) | Bellevue_NW_ORC 3-3(2479)
U15,GD,8,Elena Zhang,11373,4,7,Junior_Nationals 6-6(3791) | Synergy_NorCal_ORC 2-2(2624) | Bellevue_NW_ORC 3-3(2479) | LIBC_NE_ORC 3-3(2479)
U15,GD,9,Mihika Jaiswal,10060,4,6,Junior_Nationals 9-12(2624) | LIBC_NE_ORC 2-2(2624) | Synergy_NorCal_ORC 3-3(2479) | Bellevue_NW_ORC 4-4(2333)
U15,GD,10,Sophia Li,9987,4,6,DFW_South_ORC 1-1(2916) | LIBC_NE_ORC 2-2(2624) | Arena_SoCal_ORC 2-2(2624) | SPBA_Midwest_ORC 5-8(1823)
